,Metric,Value,solver
5,RIPA,0.017073897644877434,auto
0,WEAT,0.09137787581466256,full
1,WEATES,0.5533247683838635,full
2,ECT,0.8155311666557151,full
3,RNSB,0.012336748584698983,full
4,RND,0.02378783581626129,full
5,RIPA,0.017073897644877434,full
0,WEAT,0.09137787581466256,full
1,WEATES,0.5533247683838635,full
2,ECT,0.8155311666557151,full
3,RNSB,0.012336748584698983,full
4,RND,0.02378783581626129,full
5,RIPA,0.017073897644877434,full
0,WEAT,0.09137792889236515,arpack
1,WEATES,0.5533249180623148,arpack
2,ECT,0.8155311666557151,arpack
3,RNSB,0.013287423419822125,arpack
4,RND,0.023787843486059126,arpack
5,RIPA,0.01707390882074833,arpack
0,WEAT,0.09137792889236515,arpack
1,WEATES,0.5533249180623148,arpack
2,ECT,0.8155311666557151,arpack
3,RNSB,0.013287423419822125,arpack
4,RND,0.023787843486059126,arpack
5,RIPA,0.01707390882074833,arpack
0,WEAT,0.09137787122470281,randomized
1,WEATES,0.553324642771561,randomized
2,ECT,0.8155311717113194,randomized
3,RNSB,0.014230515467389043,randomized
4,RND,0.023787828206803443,randomized
5,RIPA,0.017073897644877434,randomized
0,WEAT,0.09137787122470281,randomized
1,WEATES,0.553324642771561,randomized
2,ECT,0.8155311717113194,randomized
3,RNSB,0.014230515467389043,randomized
4,RND,0.023787828206803443,randomized
5,RIPA,0.017073897644877434,randomized
0,WEAT,0.03855842751760394,auto
1,WEATES,0.25831321008668967,auto
2,ECT,0.9611642543643995,auto
3,RNSB,0.009266163729661799,auto
4,RND,0.007953392599091074,auto
5,RIPA,0.011438031680881977,auto
0,WEAT,0.03855842751760394,auto
1,WEATES,0.25831321008668967,auto
2,ECT,0.9611642543643995,auto
3,RNSB,0.009266163729661799,auto
4,RND,0.007953392599091074,auto
5,RIPA,0.011438031680881977,auto
0,WEAT,0.03855842751760394,full
1,WEATES,0.25831321008668967,full
2,ECT,0.9611642543643995,full
3,RNSB,0.008257072703519126,full
4,RND,0.007953392599091074,full
5,RIPA,0.011438031680881977,full
0,WEAT,0.03855842751760394,full
1,WEATES,0.25831321008668967,full
2,ECT,0.9611642543643995,full
3,RNSB,0.008257072703519126,full
4,RND,0.007953392599091074,full
5,RIPA,0.011438031680881977,full
0,WEAT,0.038558471215622975,arpack
1,WEATES,0.2583134737198727,arpack
2,ECT,0.9611642543643995,arpack
3,RNSB,0.008548788559568777,arpack
4,RND,0.007953391236163137,arpack
5,RIPA,0.011438035406172276,arpack
0,WEAT,0.038558471215622975,arpack
1,WEATES,0.2583134737198727,arpack
2,ECT,0.9611642543643995,arpack
3,RNSB,0.008548788559568777,arpack
4,RND,0.007953391236163137,arpack
5,RIPA,0.011438035406172276,arpack
0,WEAT,0.0385584651763795,randomized
1,WEATES,0.25831342002130653,randomized
2,ECT,0.9611642543643995,randomized
3,RNSB,0.008150020091899307,randomized
4,RND,0.007953388506326205,randomized
5,RIPA,0.011438037268817425,randomized
0,WEAT,0.0385584651763795,randomized
1,WEATES,0.25831342002130653,randomized
2,ECT,0.9611642543643995,randomized
3,RNSB,0.008150020091899307,randomized
4,RND,0.007953388506326205,randomized
5,RIPA,0.011438037268817425,randomized
0,WEAT,0.09144205614060345,auto
1,WEATES,0.410845518889228,auto
2,ECT,0.7073705503348737,auto
3,RNSB,0.017930438762655276,auto
4,RND,0.019790618010812513,auto
5,RIPA,0.016596198081970215,auto
0,WEAT,0.09144205614060345,auto
1,WEATES,0.410845518889228,auto
2,ECT,0.7073705503348737,auto
3,RNSB,0.017930438762655276,auto
4,RND,0.019790618010812513,auto
5,RIPA,0.016596198081970215,auto
0,WEAT,0.09144205614060345,full
1,WEATES,0.410845518889228,full
2,ECT,0.7073705503348737,full
3,RNSB,0.012113161410401318,full
4,RND,0.019790618010812513,full
5,RIPA,0.016596198081970215,full
0,WEAT,0.09144205614060345,full
1,WEATES,0.410845518889228,full
2,ECT,0.7073705503348737,full
3,RNSB,0.012113161410401318,full
4,RND,0.019790618010812513,full
5,RIPA,0.016596198081970215,full
0,WEAT,0.09144215714245912,arpack
1,WEATES,0.4108459772921327,arpack
2,ECT,0.7073705503348737,arpack
3,RNSB,0.015105789915385212,arpack
4,RND,0.019790612585022113,arpack
5,RIPA,0.016596218571066856,arpack
0,WEAT,0.09144215714245912,arpack
1,WEATES,0.4108459772921327,arpack
2,ECT,0.7073705503348737,arpack
3,RNSB,0.015105789915385212,arpack
4,RND,0.019790612585022113,arpack
5,RIPA,0.016596218571066856,arpack
0,WEAT,0.09144209852939095,randomized
1,WEATES,0.41084574478234265,randomized
2,ECT,0.7073705503348737,randomized
3,RNSB,0.01703750175884517,randomized
4,RND,0.019790618435066114,randomized
5,RIPA,0.016596205532550812,randomized
0,WEAT,0.09144209852939095,randomized
1,WEATES,0.41084574478234265,randomized
2,ECT,0.7073705503348737,randomized
3,RNSB,0.01703750175884517,randomized
4,RND,0.019790618435066114,randomized
5,RIPA,0.016596205532550812,randomized
0,WEAT,0.08537462180148178,auto
1,WEATES,0.7042544653092394,auto
2,ECT,0.8646533947616645,auto
3,RNSB,0.019784601726543928,auto
4,RND,0.017024954027032514,auto
5,RIPA,0.026470385491847992,auto
0,WEAT,0.08537462180148178,auto
1,WEATES,0.7042544653092394,auto
2,ECT,0.8646533947616645,auto
3,RNSB,0.019784601726543928,auto
4,RND,0.017024954027032514,auto
5,RIPA,0.026470385491847992,auto
0,WEAT,0.08537462180148178,full
1,WEATES,0.7042544653092394,full
2,ECT,0.8646533947616645,full
3,RNSB,0.02147198750379269,full
4,RND,0.017024954027032514,full
5,RIPA,0.026470385491847992,full
0,WEAT,0.08537462180148178,full
1,WEATES,0.7042544653092394,full
2,ECT,0.8646533947616645,full
3,RNSB,0.02147198750379269,full
4,RND,0.017024954027032514,full
5,RIPA,0.026470385491847992,full
0,WEAT,0.08537460757193281,arpack
1,WEATES,0.7042543865622017,arpack
2,ECT,0.8646533947616645,arpack
3,RNSB,0.024743632753484436,arpack
4,RND,0.017024955578833042,arpack
5,RIPA,0.026470383629202843,arpack
0,WEAT,0.08537460757193281,arpack
1,WEATES,0.7042543865622017,arpack
2,ECT,0.8646533947616645,arpack
3,RNSB,0.024743632753484436,arpack
4,RND,0.017024955578833042,arpack
5,RIPA,0.026470383629202843,arpack
0,WEAT,0.0853746153385639,randomized
1,WEATES,0.7042544576903433,randomized
2,ECT,0.8646533947616645,randomized
3,RNSB,0.01914535683365232,randomized
4,RND,0.017024947942322736,randomized
5,RIPA,0.026470379903912544,randomized
0,WEAT,0.0853746153385639,randomized
1,WEATES,0.7042544576903433,randomized
2,ECT,0.8646533947616645,randomized
3,RNSB,0.01914535683365232,randomized
4,RND,0.017024947942322736,randomized
5,RIPA,0.026470379903912544,randomized
0,WEAT,0.093988869762234,auto
1,WEATES,0.6870299683284325,auto
2,ECT,0.8147064708883308,auto
3,RNSB,0.03667111529705765,auto
4,RND,0.02877869081145383,auto
5,RIPA,0.023871952667832375,auto
0,WEAT,0.093988869762234,auto
1,WEATES,0.6870299683284325,auto
2,ECT,0.8147064708883308,auto
3,RNSB,0.03667111529705765,auto
4,RND,0.02877869081145383,auto
5,RIPA,0.023871952667832375,auto
0,WEAT,0.093988869762234,full
1,WEATES,0.6870299683284325,full
2,ECT,0.8147064708883308,full
3,RNSB,0.03220316108316411,full
4,RND,0.02877869081145383,full
5,RIPA,0.023871952667832375,full
0,WEAT,0.093988869762234,full
1,WEATES,0.6870299683284325,full
2,ECT,0.8147064708883308,full
3,RNSB,0.03220316108316411,full
4,RND,0.02877869081145383,full
5,RIPA,0.023871952667832375,full
0,WEAT,0.09398887044764823,arpack
1,WEATES,0.6870300646102238,arpack
2,ECT,0.8147064708883308,arpack
3,RNSB,0.03292390348903297,arpack
4,RND,0.02877871303717235,arpack
5,RIPA,0.023871982470154762,arpack
0,WEAT,0.09398887044764823,arpack
1,WEATES,0.6870300646102238,arpack
2,ECT,0.8147064708883308,arpack
3,RNSB,0.03292390348903297,arpack
4,RND,0.02877871303717235,arpack
5,RIPA,0.023871982470154762,arpack
0,WEAT,0.09398888911696904,randomized
1,WEATES,0.6870300874533734,randomized
2,ECT,0.8147064708883308,randomized
3,RNSB,0.03307939790065289,randomized
4,RND,0.028778689749454186,randomized
5,RIPA,0.023871950805187225,randomized
0,WEAT,0.09398888911696904,randomized
1,WEATES,0.6870300874533734,randomized
2,ECT,0.8147064708883308,randomized
3,RNSB,0.03307939790065289,randomized
4,RND,0.028778689749454186,randomized
5,RIPA,0.023871950805187225,randomized
0,WEAT,0.08278452524180299,auto
1,WEATES,0.6043611130037382,auto
2,ECT,0.44646202999022244,auto
3,RNSB,0.043338283027608136,auto
4,RND,0.024392240812778854,auto
5,RIPA,0.02913215011358261,auto
0,WEAT,0.08278452524180299,auto
1,WEATES,0.6043611130037382,auto
2,ECT,0.44646202999022244,auto
3,RNSB,0.043338283027608136,auto
4,RND,0.024392240812778854,auto
5,RIPA,0.02913215011358261,auto
0,WEAT,0.08278452524180299,full
1,WEATES,0.6043611130037382,full
2,ECT,0.44646202999022244,full
3,RNSB,0.04376029533526583,full
4,RND,0.024392240812778854,full
5,RIPA,0.02913215011358261,full
0,WEAT,0.08278452524180299,full
1,WEATES,0.6043611130037382,full
2,ECT,0.44646202999022244,full
3,RNSB,0.04376029533526583,full
4,RND,0.024392240812778854,full
5,RIPA,0.02913215011358261,full
0,WEAT,0.08278447223215946,arpack
1,WEATES,0.6043607094011343,arpack
2,ECT,0.44646203422225134,arpack
3,RNSB,0.04555604606298113,arpack
4,RND,0.024392245621477803,arpack
5,RIPA,0.029132140800356865,arpack
0,WEAT,0.08278447223215946,arpack
1,WEATES,0.6043607094011343,arpack
2,ECT,0.44646203422225134,arpack
3,RNSB,0.04555604606298113,arpack
4,RND,0.024392245621477803,arpack
5,RIPA,0.029132140800356865,arpack
0,WEAT,0.08278451722144045,randomized
1,WEATES,0.6043610885519293,randomized
2,ECT,0.44646202999022244,randomized
3,RNSB,0.04265658762499802,randomized
4,RND,0.024392250971914886,randomized
5,RIPA,0.02913215197622776,randomized
0,WEAT,0.08278451722144045,randomized
1,WEATES,0.6043610885519293,randomized
2,ECT,0.44646202999022244,randomized
3,RNSB,0.04265658762499802,randomized
4,RND,0.024392250971914886,randomized
5,RIPA,0.02913215197622776,randomized
0,WEAT,0.06849722005478523,auto
1,WEATES,0.5643461211326757,auto
2,ECT,0.8143814694940167,auto
3,RNSB,0.019347500166265564,auto
4,RND,0.025905523620165256,auto
5,RIPA,0.02727273665368557,auto
0,WEAT,0.06849722005478523,auto
1,WEATES,0.5643461211326757,auto
2,ECT,0.8143814694940167,auto
3,RNSB,0.019347500166265564,auto
4,RND,0.025905523620165256,auto
5,RIPA,0.02727273665368557,auto
0,WEAT,0.06849722005478523,full
1,WEATES,0.5643461211326757,full
2,ECT,0.8143814694940167,full
3,RNSB,0.0273963022084732,full
4,RND,0.025905523620165256,full
5,RIPA,0.02727273665368557,full
0,WEAT,0.06849722005478523,full
1,WEATES,0.5643461211326757,full
2,ECT,0.8143814694940167,full
3,RNSB,0.0273963022084732,full
4,RND,0.025905523620165256,full
5,RIPA,0.02727273665368557,full
0,WEAT,0.06849719797590727,arpack
1,WEATES,0.5643458951180713,arpack
2,ECT,0.8143814693999927,arpack
3,RNSB,0.018849033776262566,arpack
4,RND,0.025905515898602082,arpack
5,RIPA,0.02727271430194378,arpack
0,WEAT,0.06849719797590727,arpack
1,WEATES,0.5643458951180713,arpack
2,ECT,0.8143814693999927,arpack
3,RNSB,0.018849033776262566,arpack
4,RND,0.025905515898602082,arpack
5,RIPA,0.02727271430194378,arpack
0,WEAT,0.06849719740454395,randomized
1,WEATES,0.56434584003832,randomized
2,ECT,0.8143815317574857,randomized
3,RNSB,0.02252021342629628,randomized
4,RND,0.025905513142050435,randomized
5,RIPA,0.027272718027234077,randomized
0,WEAT,0.06849719740454395,randomized
1,WEATES,0.56434584003832,randomized
2,ECT,0.8143815317574857,randomized
3,RNSB,0.02252021342629628,randomized
4,RND,0.025905513142050435,randomized
5,RIPA,0.027272718027234077,randomized
0,WEAT,0.10471511670917004,auto
1,WEATES,0.6802583425100804,auto
2,ECT,0.7676458915790053,auto
3,RNSB,0.03767688065122564,auto
4,RND,0.024736498677705613,auto
5,RIPA,0.014450966380536556,auto
0,WEAT,0.10471511670917004,auto
1,WEATES,0.6802583425100804,auto
2,ECT,0.7676458915790053,auto
3,RNSB,0.03767688065122564,auto
4,RND,0.024736498677705613,auto
5,RIPA,0.014450966380536556,auto
0,WEAT,0.10471511670917004,full
1,WEATES,0.6802583425100804,full
2,ECT,0.7676458915790053,full
3,RNSB,0.03900484018739327,full
4,RND,0.024736498677705613,full
5,RIPA,0.014450966380536556,full
0,WEAT,0.10471511670917004,full
1,WEATES,0.6802583425100804,full
2,ECT,0.7676458915790053,full
3,RNSB,0.03900484018739327,full
4,RND,0.024736498677705613,full
5,RIPA,0.014450966380536556,full
0,WEAT,0.10471511692093038,arpack
1,WEATES,0.6802584495938125,arpack
2,ECT,0.7676459017304351,arpack
3,RNSB,0.03817360040434349,arpack
4,RND,0.024736498277466473,arpack
5,RIPA,0.014450971968472004,arpack
0,WEAT,0.10471511692093038,arpack
1,WEATES,0.6802584495938125,arpack
2,ECT,0.7676459017304351,arpack
3,RNSB,0.03817360040434349,arpack
4,RND,0.024736498277466473,arpack
5,RIPA,0.014450971968472004,arpack
0,WEAT,0.1047151010618968,randomized
1,WEATES,0.6802582312206982,randomized
2,ECT,0.7676458915790053,randomized
3,RNSB,0.0420637678096338,randomized
4,RND,0.02473649607834406,randomized
5,RIPA,0.01445097103714943,randomized
0,WEAT,0.1047151010618968,randomized
1,WEATES,0.6802582312206982,randomized
2,ECT,0.7676458915790053,randomized
3,RNSB,0.0420637678096338,randomized
4,RND,0.02473649607834406,randomized
5,RIPA,0.01445097103714943,randomized
